t,c,d
18.1254795s,S,23>10
18.1254795s,S,23>6
18.1274798s,S,2>13
18.1294818s,S,15>14
18.1314797s,S,24>19
18.1314797s,S,20>3
18.1314797s,S,24>8
18.1314797s,S,20>1
18.1354811s,S,5>17
18.1354811s,S,5>20
18.1374834s,S,10>5
18.139508s,S,21>12
18.139508s,S,20>10
18.139508s,S,17>13
18.139508s,S,14>12
18.139508s,S,11>21
18.1454674s,S,18>5
18.1454674s,S,25>7
18.1454674s,S,25>9
18.1464831s,S,22>2
18.1464831s,S,22>20
18.1474832s,D,19>7
18.1474832s,C,7>23
18.1474832s,C,23>7
18.1474832s,C,7>23
18.1474832s,C,19>3
18.1474832s,C,23>7
18.1474832s,S,19>7
18.1474832s,C,19>3
18.1474832s,C,3>19
18.1474832s,C,3>19
18.1514849s,S,17>1
18.1514849s,S,4>20
18.1554861s,S,14>23
18.1574869s,S,12>2
18.1574869s,S,21>14
18.1594872s,S,16>1
18.1594872s,S,7>12
18.1594872s,S,7>25
18.1594872s,S,18>21
18.1594872s,S,18>12
18.1664731s,S,16>19
18.1664731s,S,7>16
18.1674733s,S,13>22
18.1674733s,S,17>8
18.1684737s,S,20>12
18.1694738s,S,16>12
18.1694738s,S,15>20
18.1694738s,S,15>23
18.1714747s,S,5>11
18.1714747s,S,6>9
18.1714747s,S,4>19
18.1714747s,S,19>4
18.1764756s,S,17>7
18.1764756s,S,2>22
18.1764756s,S,2>13
18.1764756s,S,23>25
18.1784759s,S,17>6
18.1834759s,S,6>2
18.1844769s,S,14>18
18.1854774s,S,20>4
18.1874779s,S,22>0
18.1894779s,D,18>9
18.1894779s,C,18>23
18.1894779s,S,18>9
18.1894779s,C,18>23
18.1894779s,C,23>18
18.1894779s,C,23>18
18.1904783s,S,24>15
18.1934796s,S,3>6
18.1934796s,S,24>23
18.1934796s,S,17>16
18.1934796s,S,21>1
18.1974801s,S,17>0
18.1974801s,S,6>22
18.2014809s,S,19>2
18.2014809s,S,19>16
18.2024813s,S,12>21
18.2024813s,S,17>19
18.2044822s,S,5>15
18.2044822s,S,24>14
18.2044822s,S,24>16
18.2064822s,S,20>2
18.2074829s,S,23>4
18.2074829s,S,25>24
18.2074829s,S,9>25
18.2094826s,S,15>5
18.2114822s,S,18>21
18.2114822s,S,18>16
18.2124821s,S,23>5
18.2124821s,S,5>6
18.2134825s,S,14>7
18.2144826s,S,22>4
18.2144826s,S,20>5
18.2144826s,S,20>0
18.215483s,S,18>4
18.2164832s,S,9>18
18.218484s,S,16>8
18.2204843s,S,12>20
18.2204843s,S,13>5
18.2224843s,D,21>5
18.2224843s,S,23>10
18.2224843s,S,21>5
18.223485s,S,5>10
18.2254852s,D,18>10
18.2254852s,C,18>9
18.2254852s,S,18>10
18.2254852s,C,9>18
18.2254852s,C,18>9
18.2254852s,C,9>18
18.2264854s,S,10>5
18.2264854s,S,10>4
18.2274855s,S,15>17
18.2274855s,S,7>1
18.2284859s,S,20>9
18.2304862s,S,21>9
18.2304862s,S,6>18
18.2304862s,S,7>19
18.2304862s,S,6>20
18.2314866s,S,18>5
18.2344876s,S,17>15
18.2364876s,S,25>0
18.2364876s,S,14>0
18.2364876s,S,14>20
18.2364876s,S,10>20
18.2374877s,S,16>2
18.2384881s,S,4>7
18.2394882s,S,24>8
18.2394882s,S,24>19
18.2424889s,S,24>18
18.2424889s,S,24>0
18.2424889s,S,15>21
18.2424889s,S,2>22
18.2424889s,S,2>14
18.2444895s,D,19>3
18.2444895s,S,21>8
18.2444895s,C,19>15
18.2444895s,S,19>3
18.2444895s,C,15>19
18.2444895s,C,15>19
18.2444895s,C,19>15
18.2474896s,S,6>3
18.2474896s,S,6>19
18.2534912s,S,23>0
18.2534912s,D,20>8
18.2534912s,S,25>4
18.2534912s,C,20>12
18.2534912s,C,12>20
18.2534912s,S,20>8
18.2534912s,C,20>12
18.2534912s,C,12>20
18.2554915s,S,16>0
18.2564916s,S,16>5
18.2564916s,S,18>14
18.2574921s,S,5>11
18.2584928s,S,23>1
18.2644936s,S,12>18
18.2644936s,S,21>6
18.265494s,S,21>1
18.2674942s,S,15>0
18.2674942s,S,16>9
18.268495s,S,10>18
18.268495s,S,10>21
18.268495s,S,17>13
18.268495s,S,18>7
18.2694951s,S,22>14
18.2714954s,S,17>10
18.2714954s,S,17>6
18.2744957s,S,20>3
18.2774964s,S,19>0
18.279497s,S,24>1
18.2834978s,S,16>1
18.2834978s,S,7>4
18.2844979s,S,6>21
18.2844979s,S,21>10
18.2895001s,S,3>19
18.2895001s,S,17>7
18.2895001s,S,14>8
18.2895001s,S,18>16
18.2944998s,S,4>20
18.2944998s,S,22>4
18.3025018s,S,6>5
18.3035022s,S,23>17
18.3035022s,S,23>4
18.3035022s,S,19>16
18.3035022s,S,23>1
18.3035022s,S,19>2
18.3075036s,S,2>19
18.3075036s,S,17>5
18.309503s,S,18>3
18.309503s,S,5>18
18.309503s,S,5>10
18.3125034s,S,19>12
18.3125034s,S,20>9
18.3125034s,S,17>4
18.3125034s,S,20>2
18.3125034s,S,10>4
18.3135038s,S,2>24
18.3145048s,S,12>7
18.3165042s,S,15>23
18.3165042s,S,21>8
18.3165042s,S,19>14
18.3175046s,S,18>5
18.318505s,S,5>21
18.3205053s,S,24>14
18.3205053s,S,24>15
18.3205053s,S,24>21
18.3215057s,S,6>1
18.3225058s,S,25>6
18.3225058s,S,24>25
18.323506s,S,24>10
18.3245064s,S,7>18
18.3255065s,S,17>19
18.3265066s,S,16>12
18.3285072s,S,16>13
18.3285072s,S,9>16
18.3295073s,S,25>5
18.3295073s,S,25>4
18.3345089s,S,21>18
18.33851s,S,8>20
18.33851s,S,7>14
18.3395101s,S,14>2
18.3395101s,S,5>25
18.3435109s,S,15>11
18.3435109s,S,5>8
18.3445113s,S,24>4
18.3445113s,S,22>1
18.3455115s,S,6>4
18.3455115s,S,17>23
18.3455115s,S,15>18
18.3485127s,S,5>11
18.3485127s,S,23>17
18.3485127s,S,23>15
18.3505124s,S,22>14
18.3525127s,S,23>8
18.3535128s,S,14>22
18.3535128s,S,17>1
18.3535128s,S,14>20
18.3565135s,S,18>2
18.3565135s,S,21>10
18.3605143s,D,20>21
18.3605143s,S,16>2
18.3605143s,S,24>17
18.3605143s,C,20>2
18.3605143s,C,2>20
18.3605143s,C,21>7
18.3605143s,S,20>21
18.3605143s,C,20>2
18.3605143s,C,2>20
18.3605143s,C,7>21
18.3605143s,C,21>7
18.3605143s,C,7>21
18.3615165s,S,20>5
18.3615165s,S,20>0
18.3615165s,S,3>19
18.3615165s,S,17>10
18.3615165s,S,3>18
18.3635159s,S,6>23
18.3635159s,S,25>3
18.3645219s,S,21>13
18.3645219s,S,21>6
18.3665192s,S,18>16
18.372539s,S,24>18
18.372539s,S,24>0
18.3755183s,S,20>1
18.3755183s,S,20>3
18.3755183s,S,20>15
18.3765199s,S,16>19
18.3775403s,S,20>23
18.3795405s,S,12>5
18.3805407s,S,16>8
18.3845418s,S,6>24
18.3845418s,S,2>8
18.386542s,S,21>2
18.3885426s,S,19>12
18.3885426s,S,19>4
18.3895427s,S,16>5
18.3905429s,S,4>25
18.3905429s,S,23>6
18.3935233s,S,17>13
18.3935233s,S,17>12
18.3935233s,S,19>6
18.3945437s,S,17>16
18.3955441s,S,5>16
18.3955441s,S,5>18
18.4005453s,S,22>16
18.4005453s,S,13>16
18.4035457s,S,17>14
18.4035457s,S,14>19
18.4035457s,S,16>13
18.4035457s,S,18>5
18.4035457s,S,17>10
18.4035457s,S,18>20
18.4035457s,S,19>9
18.405546s,S,2>25
18.4085259s,S,21>18
18.4085259s,S,18>15
18.4085259s,S,3>8
18.4095275s,S,15>4
18.4095275s,S,15>0
18.4115474s,S,6>22
18.4115474s,S,21>12
18.4115474s,S,24>19
18.4115474s,S,14>1
18.4125475s,S,15>25
18.4125475s,S,16>12
18.4125475s,S,16>9
18.4165275s,S,7>22
18.4185489s,S,5>15
18.4245473s,S,24>23
18.4245473s,S,24>14
18.4275506s,S,22>1
18.4295512s,S,17>5
18.4325311s,S,14>17
18.4345521s,S,15>8
18.4355526s,S,5>8
18.4365527s,S,6>18
18.4375528s,S,6>19
18.4385529s,S,25>4
18.4405535s,S,24>16
18.4435345s,S,16>18
18.4445543s,S,25>1
18.4445543s,S,3>10
18.4445543s,S,17>4
18.4465546s,S,23>24
18.448534s,S,16>1
18.4495383s,S,21>0
18.4515529s,S,25>23
18.4515529s,S,25>5
18.4515529s,S,6>25
18.4525533s,S,24>25
18.4535534s,S,24>4
18.4555566s,S,19>0
18.4555566s,S,9>19
18.4595548s,S,6>2
18.4595548s,S,21>2
18.4615363s,S,5>12
18.4665378s,S,17>24
18.4675383s,S,4>18
18.4675383s,S,21>14
18.4675383s,S,20>14
18.4675383s,S,6>21
18.4675383s,S,19>4
18.4675383s,S,21>20
18.4705381s,D,25>12
18.4705381s,S,14>12
18.4705381s,S,25>12
18.4725389s,S,20>9
18.4735408s,S,5>23
18.4735408s,S,16>22
18.4745415s,S,14>22
18.4745415s,S,21>15
18.4765415s,S,16>24
18.4765415s,S,12>1
18.4775443s,S,20>7
18.4775443s,S,20>3
18.4795416s,S,16>9
18.4795416s,S,20>4
18.4875432s,S,17>1
18.4875432s,S,7>18
18.491544s,S,2>25
18.491544s,S,2>12
18.491544s,S,19>10
18.4925451s,S,22>13
18.4925451s,S,22>16
18.4925451s,S,22>7
18.4945459s,S,3>20
18.4945459s,S,14>19
18.4985453s,S,16>12
18.4985453s,S,12>16
18.4995466s,S,18>21
18.5005493s,S,18>24
18.5005493s,S,15>18
18.5055652s,S,24>18
18.5055652s,S,24>0
18.5065654s,S,19>7
18.5085659s,S,20>0
18.5085659s,S,4>23
18.5085659s,S,20>5
18.5105474s,S,19>9
18.5105474s,S,16>19
18.5105474s,S,19>6
18.5115481s,S,24>1
18.5155484s,S,17>5
18.5155484s,S,17>10
18.5165494s,S,15>13
18.5175598s,S,6>5
18.5185599s,S,5>16
18.5195671s,S,6>9
18.5195671s,S,24>8
18.5195671s,S,16>18
18.5215676s,S,25>9
18.5235679s,D,16>15
18.5235679s,C,16>5
18.5235679s,C,16>5
18.5235679s,C,5>16
18.5235679s,S,16>15
18.5235679s,C,5>16
18.5255681s,S,24>23
18.5265686s,S,16>10
18.5275687s,S,12>17
18.5285688s,S,17>16
18.5285688s,S,6>1
18.5335701s,S,23>14
18.5335701s,S,25>0
18.5405551s,S,21>9
18.5405551s,S,14>21
18.5405551s,S,15>25
18.5405551s,S,15>4
18.5425557s,S,14>17
18.5435761s,S,22>20
18.5455763s,S,7>11
18.5475769s,S,17>0
18.5475769s,S,17>24
18.5505776s,S,15>16
18.5525781s,S,21>11
18.5525781s,S,21>0
18.5525781s,S,18>16
18.5525781s,S,2>19
18.5545784s,S,5>22
18.5545784s,S,5>15
18.5545784s,S,4>10
18.5555785s,S,6>23
18.5555785s,S,12>25
18.5565786s,S,24>14
18.5575788s,S,23>20
18.5575788s,S,17>4
18.5575788s,S,5>13
18.5585792s,S,19>11
18.56258s,S,19>12
18.5635801s,S,7>22
18.5655602s,S,5>23
18.5655602s,S,23>5
18.5655602s,S,5>25
18.5685811s,S,24>21
18.5695812s,S,6>21
18.5695812s,S,21>6
18.5705816s,D,25>10
18.5705816s,C,10>23
18.5705816s,C,10>23
18.5705816s,C,23>10
18.5705816s,C,25>9
18.5705816s,C,23>10
18.5705816s,C,9>25
18.5705816s,C,25>9
18.5705816s,S,25>10
18.5705816s,C,9>25
18.5735823s,S,19>0
18.5735823s,S,25>23
18.5735823s,S,25>5
18.5745825s,S,20>1
18.5755826s,S,9>21
18.5765827s,S,21>15
18.5765827s,S,21>5
18.5775831s,S,2>12
18.5785833s,S,20>3
18.5785833s,S,20>22
18.5795834s,S,12>14
18.5795834s,S,14>7
18.5825639s,D,22>25
18.5825639s,S,25>2
18.5825639s,C,25>19
18.5825639s,C,19>25
18.5825639s,C,25>19
18.5825639s,S,22>25
18.5825639s,C,19>25
18.5835672s,S,22>7
18.5835672s,S,18>13
18.5845843s,S,20>14
18.5845843s,S,16>9
18.5845843s,S,20>4
18.5845843s,S,14>20
18.5845843s,S,16>13
18.5865846s,S,24>16
18.5865846s,S,19>13
18.5885852s,S,20>7
18.5915858s,S,16>24
18.5915858s,S,16>22
18.5945865s,S,4>6
18.5955867s,S,6>10
18.5955867s,S,16>7
18.5965868s,S,3>22
18.5995875s,S,17>1
18.6015877s,S,17>15
18.6015877s,S,15>1
18.6015877s,S,7>20
18.6025882s,S,14>19
18.6025882s,S,14>17
18.6035883s,S,17>6
18.6035883s,S,16>10
18.6045887s,S,21>24
18.6115899s,S,24>1
18.6115899s,S,21>1
18.6185914s,S,18>14
18.6195916s,S,6>20
18.6255926s,S,19>7
18.6255926s,S,19>6
18.6255926s,S,6>19
18.6275932s,S,17>14
18.631594s,S,15>18
18.631594s,S,18>12
18.631594s,S,2>8
18.636595s,S,24>0
18.636595s,S,24>18
18.6375951s,S,2>6
18.6375951s,S,5>20
18.6385955s,S,17>8
18.6395956s,S,19>4
18.6395956s,S,19>12
18.6415959s,S,17>16
18.6415959s,S,25>12
18.6465939s,S,16>9
18.6475943s,S,25>13
18.6475943s,S,25>10
18.6475943s,S,10>25
18.6495823s,S,19>10
18.650595s,S,12>19
18.650595s,S,6>2
18.6535957s,S,22>2
18.6535957s,S,21>11
18.6535957s,S,22>7
18.6535957s,S,21>0
18.6545958s,S,14>8
18.6545958s,S,20>5
18.6545958s,S,20>0
18.655596s,S,5>12
18.655596s,S,5>13
18.655596s,S,16>18
18.655596s,S,5>6
18.6575971s,S,20>23
18.6595971s,S,24>19
18.6595971s,S,3>13
18.6595971s,S,25>14
18.6595971s,S,25>0
18.6626004s,S,21>8
18.666581s,D,23>13
18.666581s,S,23>13
18.6676016s,D,16>21
18.6676016s,S,15>4
18.6676016s,S,15>25
18.6676016s,C,21>2
18.6676016s,C,16>9
18.6676016s,C,2>21
18.6676016s,C,9>16
18.6676016s,C,2>21
18.6676016s,C,21>2
18.6676016s,S,16>21
18.6676016s,C,16>9
18.6676016s,C,9>16
18.6696022s,S,17>12
18.6696022s,S,20>8
18.6706023s,S,6>5
18.6706023s,S,21>13
18.6716025s,S,16>9
18.6726026s,S,21>9
18.673603s,S,22>6
18.673603s,S,25>22
18.6766034s,S,15>5
18.6766034s,S,15>16
18.6776038s,S,15>21
18.6796041s,S,4>20
18.6806042s,S,16>19
18.6825878s,S,18>6
18.6836049s,S,18>24
18.6836049s,S,16>10
18.6876057s,S,14>7
18.6876057s,S,16>1
18.6876057s,S,6>25
18.6876057s,S,4>24
18.6876057s,S,14>19
18.689606s,D,21>2
18.689606s,C,21>18
18.689606s,C,18>21
18.689606s,C,21>18
18.689606s,S,21>2
18.689606s,C,18>21
18.6916065s,S,17>19
18.6916065s,S,20>10
18.6916065s,S,15>0
18.6916065s,S,5>22
18.6916065s,S,20>22
18.6916065s,S,24>17
18.6936068s,S,17>24
18.6946072s,S,25>23
18.6946072s,S,25>5
18.6996082s,S,20>7
18.7016084s,S,20>18
18.7016084s,S,20>14
18.7026089s,S,21>10
18.703609s,S,21>24
18.703609s,S,24>14
18.7056095s,S,14>2
18.7056095s,D,20>16
18.7056095s,S,19>13
18.7056095s,C,16>15
18.7056095s,C,20>3
18.7056095s,C,16>15
18.7056095s,C,15>16
18.7056095s,C,20>3
18.7056095s,C,3>20
18.7056095s,S,20>16
18.7056095s,C,15>16
18.7056095s,C,3>20
18.7076098s,S,19>24
18.7076098s,S,13>23
18.7095898s,S,21>14
18.7095898s,S,16>22
18.7095898s,S,16>24
18.7095898s,D,5>19
18.7095898s,S,5>19
18.7136112s,S,7>10
18.7166119s,S,19>11
18.717612s,D,23>3
18.717612s,S,17>6
18.717612s,S,24>10
18.717612s,S,23>3
18.7196125s,S,13>25
18.7196125s,S,25>13
18.7196125s,S,21>12
18.7196125s,S,21>13
18.7216128s,S,22>13
18.7216128s,S,17>23
18.7236134s,S,15>24
18.7246135s,S,25>3
18.7246135s,S,25>4
18.7256136s,S,22>2
18.7266138s,D,19>8
18.7266138s,C,19>2
18.7266138s,S,19>8
18.7266138s,C,2>19
18.7266138s,C,19>2
18.7266138s,C,2>19
18.728614s,S,12>16
18.728614s,S,12>19
18.7326128s,D,25>8
18.7326128s,S,16>7
18.7326128s,C,25>12
18.7326128s,S,25>8
18.7326128s,C,25>12
18.7326128s,C,12>25
18.7326128s,C,12>25
18.7376161s,S,2>21
18.7376161s,S,2>6
18.7436171s,S,19>9
18.7436171s,S,19>7
18.7436171s,S,6>19
18.7436171s,S,19>6
18.7456177s,D,15>19
18.7456177s,C,19>13
18.7456177s,C,13>19
18.7456177s,C,19>13
18.7456177s,C,13>19
18.7456177s,S,15>19
18.7516191s,S,5>13
18.7516191s,S,23>25
18.7526192s,S,6>21
18.7536193s,S,19>16
18.7536193s,S,21>16
18.7546195s,S,25>7
18.7546195s,S,21>1
18.7556196s,S,21>2
18.7556196s,S,20>9
18.75662s,S,17>13
18.7576202s,S,20>23
18.7576202s,S,15>11
18.7576202s,S,23>0
18.7596204s,D,21>4
18.7596204s,C,21>12
18.7596204s,S,21>4
18.7596204s,C,12>21
18.7596204s,C,21>12
18.7596204s,C,12>21
18.7626211s,S,16>2
18.7626211s,S,14>8
18.7656016s,S,24>8
18.7666219s,S,18>13
18.7666219s,S,6>10
18.7666219s,S,21>15
18.7666219s,S,22>3
18.767622s,S,4>11
18.7696226s,S,24>18
18.7696226s,S,23>5
18.7696226s,S,7>13
18.7696226s,S,3>23
18.7716232s,S,24>16
18.7716232s,S,24>17
18.7726233s,S,19>14
18.7736234s,S,22>20
18.7736234s,S,18>7
18.775624s,S,17>14
18.7776242s,S,14>1
18.7786244s,D,16>6
18.7786244s,S,5>17
18.7786244s,S,5>20
18.7786244s,C,6>1
18.7786244s,C,6>1
18.7786244s,C,16>22
18.7786244s,C,1>6
18.7786244s,S,16>6
18.7786244s,C,16>22
18.7786244s,C,22>16
18.7786244s,C,1>6
18.7786244s,C,22>16
18.7806246s,S,21>0
18.7806246s,S,6>22
18.7826076s,S,16>19
18.7836256s,S,19>10
18.7836256s,S,8>19
18.7846257s,S,16>10
18.786626s,S,25>14
18.786626s,S,25>0
18.7886265s,S,20>6
18.7916269s,D,22>11
18.7916269s,S,22>4
18.7916269s,S,25>6
18.7916269s,S,22>11
18.7936252s,S,5>11
18.7936252s,S,21>13
18.7956257s,S,19>3
18.7956257s,S,15>14
18.797626s,S,8>25
18.797626s,S,2>16
18.797626s,S,2>21
18.7996259s,S,20>5
18.8026272s,S,18>3
18.8026272s,S,20>10
18.8026272s,S,20>22
18.8036273s,S,24>23
18.8036273s,S,19>0
18.8046278s,S,25>1
18.806628s,S,6>3
18.8076282s,S,17>24
18.8076282s,S,17>6
18.8076282s,S,21>8
18.8086283s,S,4>15
18.8106288s,S,20>7
18.8116298s,S,15>20
18.8116298s,S,4>21
18.8136301s,S,6>17
18.8146305s,S,12>22
18.8166126s,S,25>5
18.817633s,S,20>18
18.817633s,D,7>24
18.817633s,S,20>14
18.817633s,S,14>2
18.817633s,C,24>15
18.817633s,S,7>24
18.817633s,C,24>15
18.817633s,C,15>24
18.817633s,C,15>24
18.8216338s,S,19>5
18.8236341s,D,21>3
18.8236341s,C,21>11
18.8236341s,S,21>3
18.8236341s,C,11>21
18.8236341s,C,21>11
18.8236341s,C,11>21
18.8256346s,S,16>12
18.8256346s,S,16>24
18.8266347s,S,22>0
18.8286353s,S,18>10
18.8326361s,S,23>1
18.8326361s,S,15>5
18.8356365s,S,20>0
18.8356365s,S,20>9
18.8366369s,S,16>20
18.8376371s,S,17>8
18.8376371s,S,24>0
18.8376371s,S,2>9
18.8396373s,S,21>16
18.8396373s,S,16>18
18.8446386s,S,25>3
18.847639s,S,22>3
18.847639s,S,22>14
18.847639s,S,11>22
18.8496395s,S,21>10
18.8496395s,S,24>10
18.8496395s,S,19>10
18.8496395s,S,18>2
18.8496395s,S,10>19
18.8516398s,S,24>6
18.8526402s,S,23>8
18.8536403s,S,19>16
18.8536403s,S,19>9
18.8546405s,D,20>13
18.8546405s,C,20>9
18.8546405s,C,9>20
18.8546405s,C,20>9
18.8546405s,S,20>13
18.8546405s,C,9>20
18.8576411s,S,20>4
18.8576411s,S,6>25
18.8576411s,S,19>14
18.8576411s,S,14>19
18.8596414s,S,16>17
18.8596414s,S,16>10
18.8596414s,S,6>4
18.861642s,S,5>23
18.8626421s,S,25>4
18.8636422s,S,15>17
18.8636422s,S,19>15
18.8656223s,D,19>2
18.8656223s,S,5>17
18.8656223s,C,19>10
18.8656223s,S,19>2
18.8656223s,C,10>19
18.8656223s,C,19>10
18.8656223s,C,10>19
18.866623s,S,19>17
18.867643s,D,23>9
18.867643s,S,21>6
18.867643s,S,21>15
18.867643s,S,23>9
18.8696433s,S,18>0
18.8696433s,S,17>0
18.8736444s,S,2>21
18.8756447s,S,19>11
18.8786453s,S,21>13
18.8786453s,S,3>21
18.8786453s,S,5>11
18.8786453s,S,23>3
18.8806456s,S,21>1
18.8806456s,S,21>0
18.8806456s,S,25>2
18.8836463s,S,25>7
18.8856469s,S,2>18
18.8886475s,S,24>1
18.8886475s,S,17>14
18.8886475s,S,14>1
18.8886475s,S,17>24
18.8896477s,S,23>6
18.8996496s,S,23>1
18.8996496s,S,17>10
18.8996496s,S,4>22
18.8996496s,S,9>23
18.9016501s,S,18>15
18.9016501s,S,21>2
18.9026502s,S,6>3
18.9036504s,S,19>12
18.9036504s,S,6>16
18.9036504s,S,19>9
18.9056509s,S,15>11
18.9056509s,S,6>21
18.9056509s,S,15>14
18.9076512s,S,22>2
18.9076512s,S,3>22
18.9106519s,S,16>12
18.9106519s,S,16>0
18.911652s,S,25>14
18.911652s,S,25>0
18.9136526s,S,24>7
18.9136526s,S,20>22
18.9166532s,S,16>7
18.9176534s,S,25>15
18.9186535s,S,19>6
18.9196536s,S,5>20
18.9226543s,S,22>1
18.9226543s,S,22>14
18.9246546s,S,25>1
18.9246546s,S,13>21
18.9256547s,S,21>24
18.9276553s,D,16>5
18.9276553s,C,16>13
18.9276553s,S,16>5
18.9276553s,C,16>13
18.9276553s,C,13>16
18.9276553s,C,13>16
18.9296555s,S,23>17
18.9296555s,S,23>0
18.9326562s,S,20>18
18.9326562s,S,24>4
18.9326562s,S,21>8
18.9326562s,S,19>24
18.9346565s,S,20>15
18.9346565s,S,20>6
18.9346565s,S,16>17
18.9346565s,S,2>16
18.9346565s,S,16>4
18.936657s,S,2>9
18.9376575s,S,25>23
18.9376575s,S,25>5
18.9406579s,S,17>4
18.9406579s,S,2>19
18.941658s,S,20>14
18.941658s,S,16>24
18.9426584s,S,14>7
18.9426584s,S,19>5
18.9456588s,S,1>23
18.9456588s,S,13>20
18.9496599s,S,14>22
18.9496599s,S,17>8
18.95066s,S,6>4
18.9516602s,S,5>17
18.9516602s,S,17>5
18.9526603s,D,19>13
18.9526603s,C,19>9
18.9526603s,C,19>9
18.9526603s,S,19>13
18.9526603s,C,9>19
18.9526603s,C,9>19
18.9546579s,S,19>2
18.9546579s,S,17>15
18.9546579s,S,19>16
18.9556583s,S,4>16
18.9576586s,D,23>12
18.9576586s,S,23>12
18.9596592s,S,15>23
18.9596592s,S,17>23
18.9596592s,S,18>4
18.96366s,S,5>21
18.9666607s,S,25>24
18.9676611s,S,15>20
18.9686615s,S,21>5
18.9686615s,S,24>17
18.9686615s,S,21>14
18.9686615s,S,24>18
18.9686615s,S,21>15
18.9756627s,S,22>4
18.9756627s,S,2>22
18.9756627s,S,21>10
18.9756627s,S,23>24
18.9756627s,S,25>3
18.977646s,D,5>24
18.977646s,C,24>18
18.977646s,C,18>24
18.977646s,C,24>18
18.977646s,C,5>10
18.977646s,C,18>24
18.977646s,C,10>5
18.977646s,S,5>24
18.977646s,C,5>10
18.977646s,C,10>5
18.9796489s,S,19>15
18.9806669s,D,15>24
18.9806669s,S,22>13
18.9806669s,S,22>1
18.9806669s,S,19>4
18.9806669s,S,15>24
18.9806669s,C,24>4
18.9806669s,C,4>24
18.9806669s,C,24>4
18.9806669s,C,4>24
18.9826481s,S,20>5
18.9826481s,S,6>24
18.9826481s,S,24>25
18.9826481s,S,20>0
18.9826481s,S,17>0
18.9846648s,S,24>10
18.9846648s,S,17>1
18.9846648s,S,6>17
18.9866686s,S,23>20
18.9936695s,S,18>0
18.9966702s,S,15>11
18.9986493s,S,6>3
19.0026712s,S,25>2
19.0026712s,S,18>5
19.006672s,S,16>21
19.006672s,S,6>21
19.0086515s,S,17>12
19.0086515s,S,25>7
19.0106732s,S,16>17
19.0106732s,S,16>18
19.0106732s,S,16>4
19.0156548s,S,19>17
19.0156548s,S,13>19
19.0156548s,S,12>23
19.0176744s,S,21>4
19.0176744s,S,15>14
19.0176744s,S,15>21
19.0176744s,S,21>24
19.0196749s,S,14>8
19.0206753s,S,2>18
19.0286767s,S,23>8
19.0286767s,S,21>2
19.0286767s,S,20>10
19.0286767s,S,17>16
19.0286767s,S,20>22
19.0326573s,S,4>22
19.033658s,S,22>20
19.033658s,S,19>0
19.033658s,S,4>17
19.0346781s,S,19>12
19.0356785s,S,2>24
19.0366786s,S,16>8
19.0366786s,S,16>0
19.0366786s,S,25>14
19.0366786s,S,25>0
19.0376787s,S,5>25
19.0376787s,S,22>1
19.0376787s,S,22>7
19.0376787s,S,20>23
19.0386789s,S,19>14
19.0416587s,S,6>18
19.0416587s,S,6>4
19.0436801s,S,21>9
19.0446802s,D,22>23
19.0446802s,C,23>6
19.0446802s,C,6>23
19.0446802s,C,23>6
19.0446802s,C,22>1
19.0446802s,C,6>23
19.0446802s,C,1>22
19.0446802s,S,22>23
19.0446802s,C,22>1
19.0446802s,C,1>22
19.0496607s,S,16>5
19.0496607s,S,5>16
19.0496607s,S,16>2
19.0576802s,S,20>18
19.0576802s,S,25>1
19.0576802s,S,16>10
19.0576802s,S,16>24
19.0576802s,S,19>16
19.0596634s,S,25>23
19.0616839s,S,17>7
19.0616839s,S,5>6
19.0626841s,S,5>17
19.0636842s,S,23>14
19.0696853s,S,21>13
19.0716858s,S,21>6
19.0716858s,S,14>2
19.0716858s,S,23>12
19.0756655s,S,4>9
19.0766674s,S,6>22
19.0786876s,S,19>3
19.0806879s,S,20>6
19.0806879s,S,20>7
19.0806879s,S,20>15
19.0806879s,S,21>9
19.0826679s,S,25>13
19.0826679s,S,25>24
19.0836686s,S,17>19
19.0866702s,S,18>4
19.0876864s,S,18>20
19.0886869s,S,16>4
19.0886869s,S,16>18
19.0886869s,S,16>7
19.089687s,S,23>13
19.089687s,S,23>20
19.0936717s,S,16>21
19.0946882s,S,6>20
19.0966885s,S,19>15
19.0996722s,S,25>2
19.0996722s,S,24>25
19.1026899s,S,4>19
19.1036903s,S,24>5
19.1056906s,S,17>24
19.1056906s,S,16>1
19.1066907s,S,23>22
19.1076911s,S,21>24
19.109675s,S,22>7
19.109675s,S,22>2
19.1106918s,S,19>4
19.1116922s,S,24>15
19.1136925s,S,6>24
19.1136925s,S,15>23
19.1136925s,S,24>10
19.115676s,D,22>9
19.115676s,D,24>13
19.115676s,C,24>6
19.115676s,C,24>6
19.115676s,C,13>1
19.115676s,S,24>13
19.115676s,C,13>1
19.115676s,C,6>24
19.115676s,C,1>13
19.115676s,C,22>25
19.115676s,C,1>13
19.115676s,C,6>24
19.115676s,S,22>9
19.115676s,C,25>22
19.115676s,C,22>25
19.115676s,C,25>22
19.1176933s,S,21>15
19.1176933s,S,15>21
19.1176933s,S,21>20
19.1176933s,S,15>11
19.1236947s,S,20>14
19.1246948s,S,19>11
19.1266784s,S,20>21
19.1266784s,S,24>2
19.1276958s,S,18>14
19.1286959s,S,23>5
19.1286959s,S,15>14
19.1296963s,D,6>23
19.1296963s,S,20>5
