t,c,d
8h52m54.471865s,C,21>20
8h52m54.471865s,C,21>20
8h52m54.4748657s,S,25>23:50
8h52m54.4748657s,S,19>13:50
8h52m54.4838466s,S,25>6:50
8h52m54.485868s,S,6>22:50
8h52m54.4868681s,D,19>20
8h52m54.4868681s,C,20>2
8h52m54.4868681s,C,2>20
8h52m54.4868681s,S,19>20:51
8h52m54.4868681s,C,20>2
8h52m54.4868681s,C,2>20
8h52m54.4928695s,S,6>19:50
8h52m54.4938696s,S,20>6:50
8h52m54.4938696s,S,20>25:50
8h52m54.4958699s,S,5>18:50
8h52m54.4988706s,S,20>3:50
8h52m54.5018713s,S,4>19:50
8h52m54.5018713s,S,4>17:50
8h52m54.504872s,S,14>27:52
8h52m54.5068722s,S,15>26:50
8h52m54.5078724s,S,24>0:50
8h52m54.5078724s,S,24>8:50
8h52m54.5138737s,S,16>22:50
8h52m54.515874s,S,25>2:50
8h52m54.5178743s,S,25>21:50
8h52m54.5178743s,S,27>2:50
8h52m54.5188747s,S,24>2:50
8h52m54.5238756s,S,27>5:50
8h52m54.5238756s,S,27>23:50
8h52m54.5308771s,S,15>11:50
8h52m54.5328745s,S,20>0:50
8h52m54.5328745s,S,20>16:50
8h52m54.5348779s,S,19>21:50
8h52m54.5358784s,S,22>6:50
8h52m54.5428796s,S,6>12:50
8h52m54.5458803s,S,5>15:50
8h52m54.5468804s,S,4>25:50
8h52m54.5488806s,S,24>3:50
8h52m54.5488806s,S,24>7:50
8h52m54.5488806s,S,25>24:50
8h52m54.5518816s,S,19>26:50
8h52m54.554882s,S,25>4:50
8h52m54.5638838s,S,15>24:50
8h52m54.568885s,S,27>16:50
8h52m54.5728858s,S,4>23:50
8h52m54.5748861s,S,15>22:52
8h52m54.5768864s,S,27>21:50
8h52m54.5788869s,S,25>1:50
8h52m54.5828874s,S,5>14:50
8h52m54.5888888s,S,14>20:52
8h52m54.5908894s,S,25>23:50
8h52m54.5938898s,S,15>25:52
8h52m54.6008916s,S,24>23:50
8h52m54.6028915s,S,25>7:50
8h52m54.6038922s,S,20>3:50
8h52m54.6038922s,S,20>4:50
8h52m54.6068894s,S,16>24:50
8h52m54.6068894s,S,19>8:51
8h52m54.6068894s,S,20>19:52
8h52m54.60889s,S,6>11:50
8h52m54.6098904s,S,25>14:50
8h52m54.6108905s,S,19>27:50
8h52m54.6198952s,S,27>5:50
8h52m54.6198952s,S,27>19:50
8h52m54.6218958s,S,15>11:50
8h52m54.6218958s,S,15>18:50
8h52m54.6228962s,S,19>17:50
8h52m54.6258966s,S,20>17:50
8h52m54.6358988s,S,25>6:50
8h52m54.6378993s,S,27>13:50
8h52m54.6388994s,S,24>18:50
8h52m54.6388994s,S,20>6:51
8h52m54.6388994s,S,24>0:50
8h52m54.6388994s,S,20>25:50
8h52m54.6398996s,S,24>3:50
8h52m54.6429s,S,6>20:50
8h52m54.6429s,S,6>12:50
8h52m54.6449005s,S,24>7:50
8h52m54.6449005s,S,24>2:50
8h52m54.6539026s,S,27>21:50
8h52m54.6629043s,S,20>16:50
8h52m54.6629043s,S,20>5:50
8h52m54.6629043s,S,8>19:52
8h52m54.6639045s,S,25>2:50
8h52m54.670906s,S,25>4:50
8h52m54.6829081s,S,5>18:50
8h52m54.684909s,S,27>2:50
8h52m54.6869066s,S,19>7:50
8h52m54.6889069s,S,5>27:50
8h52m54.6889069s,S,19>2:50
8h52m54.6939078s,S,25>24:50
8h52m54.6939078s,S,25>7:50
8h52m54.6949082s,S,15>4:50
8h52m54.6988941s,S,27>6:50
8h52m54.7008914s,S,6>15:50
8h52m54.7058944s,S,20>15:50
8h52m54.7058944s,S,20>4:50
8h52m54.7079137s,S,25>0:50
8h52m54.7119149s,S,15>26:50
8h52m54.7158969s,S,27>13:50
8h52m54.7158969s,S,27>19:50
8h52m54.719896s,S,19>16:50
8h52m54.719896s,S,25>21:50
8h52m54.721917s,S,20>12:50
8h52m54.7239176s,S,16>19:50
8h52m54.7249174s,S,24>23:50
8h52m54.7289156s,S,20>19:50
8h52m54.7289156s,S,19>0:50
8h52m54.7309159s,S,24>22:50
8h52m54.7399009s,S,25>1:50
8h52m54.742901s,S,27>16:50
8h52m54.742901s,S,24>2:50
8h52m54.743922s,S,6>8:50
8h52m54.7559244s,S,19>15:50
8h52m54.7629256s,S,27>0:50
8h52m54.7689062s,S,19>4:50
8h52m54.7689062s,S,5>20:50
8h52m54.7719277s,S,20>8:50
8h52m54.7719277s,S,24>12:50
8h52m54.7859307s,S,5>12:50
8h52m54.7909316s,S,6>27:50
8h52m54.7909316s,S,6>20:52
8h52m54.7909316s,S,15>23:50
8h52m54.7949324s,S,20>16:50
8h52m54.7989303s,S,27>6:50
8h52m54.8059348s,S,25>18:50
8h52m54.8059348s,S,20>24:50
8h52m54.8059348s,S,20>5:50
8h52m54.8069349s,S,20>4:51
8h52m54.8089352s,S,15>19:50
8h52m54.8099356s,S,25>24:50
8h52m54.8099356s,S,25>2:50
8h52m54.8119358s,S,24>8:50
8h52m54.8189168s,S,25>7:50
8h52m54.8209379s,S,19>6:50
8h52m54.8229382s,S,24>23:50
8h52m54.8249384s,S,16>20:50
8h52m54.8279391s,S,24>10:50
8h52m54.8289392s,S,27>12:50
8h52m54.8289392s,S,20>11:50
8h52m54.8289392s,S,27>16:50
8h52m54.835941s,S,25>15:50
8h52m54.835941s,S,25>0:50
8h52m54.840942s,S,19>1:50
8h52m54.8419421s,S,6>22:50
8h52m54.8449428s,S,19>26:50
8h52m54.8529444s,S,20>19:50
8h52m54.8529444s,S,20>15:50
8h52m54.8579454s,S,20>17:50
8h52m54.8619462s,S,24>25:50
8h52m54.8659271s,S,27>17:50
8h52m54.8809501s,S,5>23:50
8h52m54.8829299s,S,25>20:50
8h52m54.8859514s,S,24>0:50
8h52m54.8859514s,S,25>1:50
8h52m54.8879516s,S,15>8:50
8h52m54.8899519s,S,27>8:50
8h52m54.8919525s,S,6>25:50
8h52m54.8919525s,S,6>27:50
8h52m54.9079364s,S,20>4:50
8h52m54.9079364s,S,4>20:52
8h52m54.9089561s,S,24>14:50
8h52m54.9089561s,S,24>5:50
8h52m54.9089561s,S,25>23:50
8h52m54.9109564s,S,5>27:50
8h52m54.9159377s,S,19>17:50
8h52m54.9169393s,S,27>21:50
8h52m54.9169393s,S,27>12:50
8h52m54.9169393s,S,27>16:50
8h52m54.9259569s,S,15>5:50
8h52m54.9279575s,S,25>2:50
8h52m54.9279575s,S,20>7:50
8h52m54.9329408s,S,27>0:50
8h52m54.9359591s,S,19>20:50
8h52m54.9379596s,S,20>6:50
8h52m54.943961s,S,20>0:50
8h52m54.9489467s,S,20>24:50
8h52m54.9509458s,S,6>5:50
8h52m54.9539632s,S,20>12:50
8h52m54.9559635s,S,16>27:50
8h52m54.960965s,S,25>9:50
8h52m54.960965s,S,25>15:50
8h52m54.960965s,S,25>0:50
8h52m54.9639666s,S,25>6:50
8h52m54.9689669s,S,15>6:50
8h52m54.9739506s,S,5>16:50
8h52m54.9779699s,S,27>8:50
8h52m54.9779699s,S,27>13:50
8h52m54.9789688s,S,24>15:50
8h52m54.982952s,S,19>2:50
8h52m54.989953s,S,25>4:50
8h52m54.9939541s,S,6>3:50
8h52m55.001956s,S,20>15:51
8h52m55.001956s,S,20>19:50
8h52m55.0039563s,S,25>23:50
8h52m55.0039563s,S,27>21:50
8h52m55.009957s,S,5>7:50
8h52m55.011957s,D,6>24
8h52m55.011957s,S,20>4:50
8h52m55.011957s,S,6>24:51
8h52m55.011957s,C,24>14
8h52m55.011957s,C,24>14
8h52m55.011957s,C,14>24
8h52m55.011957s,C,14>24
8h52m55.0129577s,S,24>20:50
8h52m55.0149597s,S,25>1:50
8h52m55.0179587s,S,24>6:50
8h52m55.0199589s,S,27>7:50
8h52m55.0219601s,S,25>13:50
8h52m55.0239597s,S,27>2:50
8h52m55.0349632s,S,27>17:50
8h52m55.0389641s,S,20>8:50
8h52m55.0429649s,S,16>8:50
8h52m55.0509662s,S,19>15:50
8h52m55.0589678s,S,19>8:50
8h52m55.0619685s,S,20>11:50
8h52m55.0639694s,S,15>22:50
8h52m55.0669698s,S,27>13:50
8h52m55.0849742s,S,27>11:50
8h52m55.0849742s,S,27>17:50
8h52m55.0849742s,S,25>4:50
8h52m55.0849742s,S,27>7:50
8h52m55.0859743s,S,20>3:50
8h52m55.0869747s,S,25>9:50
8h52m55.0869747s,S,25>15:50
8h52m55.0889744s,S,20>14:50
8h52m55.0889744s,S,6>4:50
8h52m55.0899754s,S,25>7:50
8h52m55.0899754s,S,20>0:50
8h52m55.0919757s,S,25>23:50
8h52m55.0919757s,S,25>6:50
8h52m55.0939765s,S,25>20:50
8h52m55.0959765s,S,6>3:50
8h52m55.0959765s,S,6>1:50
8h52m55.1089791s,S,16>14:50
8h52m55.1099795s,S,15>17:50
8h52m55.1109796s,S,24>22:50
8h52m55.11198s,S,20>4:50
8h52m55.11198s,S,5>7:50
8h52m55.11198s,S,5>12:50
8h52m55.11198s,S,27>2:50
8h52m55.1139803s,S,19>13:50
8h52m55.1229824s,S,20>6:50
8h52m55.1349857s,S,27>4:50
8h52m55.1349857s,S,27>12:50
8h52m55.1419878s,S,6>20:51
8h52m55.1479903s,S,20>15:50
8h52m55.1479903s,S,15>20:52
8h52m55.148991s,S,24>18:50
8h52m55.148991s,S,24>6:52
8h52m55.1509907s,S,27>11:50
8h52m55.1509907s,S,24>7:50
8h52m55.1569912s,S,20>7:50
8h52m55.163993s,S,27>17:50
8h52m55.167995s,S,19>16:50
8h52m55.1700152s,S,15>25:50
8h52m55.1720154s,S,25>4:50
8h52m55.1760163s,S,19>21:50
8h52m55.1810172s,S,25>24:50
8h52m55.1860184s,S,6>12:50
8h52m55.1910165s,S,20>19:50
8h52m55.1910165s,S,20>3:50
8h52m55.1960203s,S,6>1:50
8h52m55.1970205s,S,27>8:50
8h52m55.2030013s,S,27>4:50
8h52m55.2050195s,S,16>17:50
8h52m55.2060196s,S,20>25:50
8h52m55.2080201s,S,5>23:50
8h52m55.2080201s,S,24>10:50
8h52m55.2150044s,S,25>9:50
8h52m55.2170055s,S,27>12:50
8h52m55.2180059s,S,25>13:50
8h52m55.2180059s,S,25>6:50
8h52m55.2250268s,S,25>21:50
8h52m55.2290276s,S,24>16:50
8h52m55.2390298s,S,27>0:50
8h52m55.2430306s,D,24>17
8h52m55.2430306s,C,24>23
8h52m55.2430306s,C,23>24
8h52m55.2430306s,S,24>17:51
8h52m55.2430306s,C,24>23
8h52m55.2430306s,C,23>24
8h52m55.2470091s,S,24>2:50
8h52m55.2530108s,S,19>27:50
8h52m55.260014s,S,27>14:50
8h52m55.2710369s,S,19>6:50
8h52m55.2790382s,S,27>8:50
8h52m55.2810388s,S,16>12:50
8h52m55.2830206s,S,6>2:50
8h52m55.2880403s,S,6>8:50
8h52m55.2900405s,S,25>14:50
8h52m55.2900405s,S,24>3:50
8h52m55.2900405s,S,25>13:50
8h52m55.2900405s,S,20>6:52
8h52m55.2930412s,S,15>20:50
8h52m55.2930412s,S,20>0:50
8h52m55.2930412s,S,20>15:50
8h52m55.2960419s,S,15>21:50
8h52m55.300024s,S,5>16:50
8h52m55.300024s,S,25>2:50
8h52m55.3020228s,S,20>16:50
8h52m55.3020228s,S,20>3:50
8h52m55.311045s,S,25>18:50
8h52m55.3120452s,S,20>4:50
8h52m55.3240476s,S,17>24:52
8h52m55.3270483s,S,24>5:50
8h52m55.3330295s,S,27>5:50
8h52m55.3330295s,S,19>14:50
8h52m55.3370502s,S,20>7:50
8h52m55.3370502s,S,20>25:50
8h52m55.3420514s,D,24>27
8h52m55.3420514s,S,27>7:50
8h52m55.3420514s,S,27>0:50
8h52m55.3420514s,C,27>13
8h52m55.3420514s,C,24>20
8h52m55.3420514s,C,13>27
8h52m55.3420514s,C,24>20
8h52m55.3420514s,C,27>13
8h52m55.3420514s,S,24>27:51
8h52m55.3420514s,C,20>24
8h52m55.3420514s,C,13>27
8h52m55.3420514s,C,20>24
8h52m55.3450521s,S,25>0:50
8h52m55.3670383s,S,16>5:50
8h52m55.374058s,S,6>26:50
8h52m55.374058s,S,6>2:50
8h52m55.3760585s,S,25>23:50
8h52m55.3860607s,S,25>2:50
8h52m55.3860607s,S,25>14:50
8h52m55.3890611s,S,19>20:50
8h52m55.3970627s,S,15>24:50
8h52m55.4050647s,S,24>17:50
8h52m55.4080651s,S,20>3:50
8h52m55.4090652s,S,27>11:50
8h52m55.4180467s,S,19>4:50
8h52m55.4280691s,S,27>19:50
8h52m55.4330513s,S,20>5:50
8h52m55.4330513s,S,27>24:52
8h52m55.4330513s,S,20>16:50
8h52m55.4360708s,S,6>24:50
8h52m55.441072s,S,20>15:50
8h52m55.441072s,S,15>11:50
8h52m55.441072s,S,20>14:50
8h52m55.441072s,S,20>0:50
8h52m55.4490528s,S,20>8:50
8h52m55.4540746s,S,24>18:50
8h52m55.4560751s,S,25>4:50
8h52m55.460076s,D,24>20
8h52m55.460076s,C,24>3
8h52m55.460076s,C,3>24
8h52m55.460076s,S,24>20:51
8h52m55.460076s,C,24>3
8h52m55.460076s,C,3>24
8h52m55.4620762s,S,27>4:50
8h52m55.4640768s,S,25>1:50
8h52m55.4700579s,S,6>26:50
8h52m55.4710783s,S,25>15:50
8h52m55.4710783s,S,25>0:50
8h52m55.4810802s,S,25>21:50
8h52m55.4870815s,S,24>5:50
8h52m55.4900822s,S,19>1:50
8h52m55.5050857s,S,27>16:51
8h52m55.5050857s,S,27>6:50
8h52m55.5110864s,S,19>8:50
8h52m55.5200885s,S,27>14:50
8h52m55.5300904s,S,15>4:50
8h52m55.5310908s,S,15>18:50
8h52m55.535072s,S,20>17:50
8h52m55.5360918s,S,24>16:50
8h52m55.538092s,S,25>6:50
8h52m55.5390924s,S,25>7:50
8h52m55.5560958s,S,20>25:50
8h52m55.5560958s,S,19>7:50
8h52m55.5660974s,S,6>19:50
8h52m55.5660974s,S,6>24:50
8h52m55.5660974s,S,20>16:50
8h52m55.5660974s,S,19>13:50
8h52m55.5690984s,S,25>18:50
8h52m55.5750995s,S,20>5:50
8h52m55.5891025s,S,20>15:50
8h52m55.5891025s,S,20>6:50
8h52m55.5901026s,S,16>27:52
8h52m55.5941034s,S,25>13:51
8h52m55.596104s,S,25>9:50
8h52m55.596104s,S,25>15:50
8h52m55.596104s,S,20>24:52
8h52m55.6061059s,S,27>23:50
8h52m55.6101067s,D,27>15
8h52m55.6101067s,C,27>17
8h52m55.6101067s,C,17>27
8h52m55.6101067s,S,27>15:51
8h52m55.6101067s,C,27>17
8h52m55.6101067s,C,17>27
8h52m55.612107s,S,24>5:50
8h52m55.612107s,S,24>7:50
8h52m55.6221092s,S,15>26:50
8h52m55.62611s,S,15>23:50
8h52m55.6281105s,S,19>21:50
8h52m55.6301108s,S,25>24:50
8h52m55.6311112s,S,20>12:50
8h52m55.6361119s,S,19>0:50
8h52m55.646114s,S,25>20:50
8h52m55.6511153s,S,24>8:50
8h52m55.6641176s,S,25>16:50
8h52m55.6661181s,S,25>13:50
8h52m55.6661181s,S,25>14:51
8h52m55.6661181s,S,13>25:52
8h52m55.684102s,S,6>5:50
8h52m55.6861222s,S,20>25:50
8h52m55.6971245s,S,6>24:50
8h52m55.6971245s,S,6>19:50
8h52m55.704126s,S,19>27:50
8h52m55.7081268s,S,24>2:50
8h52m55.7111275s,S,15>27:52
8h52m55.7161282s,S,20>5:50
8h52m55.7191292s,S,15>19:50
8h52m55.7211294s,S,25>9:50
8h52m55.7221296s,S,15>8:50
8h52m55.7221296s,S,24>0:50
8h52m55.7331319s,S,20>24:50
8h52m55.7331319s,S,24>10:50
8h52m55.7361326s,S,20>6:50
8h52m55.7361326s,S,20>0:50
8h52m55.7371327s,S,20>11:50
8h52m55.7381328s,S,24>7:50
8h52m55.753136s,S,19>26:50
8h52m55.7611376s,S,25>14:50
8h52m55.7611376s,S,14>25:52
8h52m55.7741402s,S,25>0:50
8h52m55.7761407s,D,25>17
8h52m55.7761407s,C,25>21
8h52m55.7761407s,C,21>25
8h52m55.7761407s,S,25>17:51
8h52m55.7761407s,C,21>25
8h52m55.7761407s,C,25>21
8h52m55.778141s,S,25>20:50
8h52m55.7811417s,S,19>14:50
8h52m55.7881432s,S,24>16:50
8h52m55.8021429s,S,15>6:50
8h52m55.811145s,S,27>19:50
8h52m55.8131464s,S,6>11:50
8h52m55.8161489s,S,24>27:50
8h52m55.8191499s,S,20>25:50
8h52m55.82015s,S,6>4:50
8h52m55.8251509s,S,19>17:50
8h52m55.8271512s,S,6>19:50
8h52m55.8321521s,S,20>3:50
8h52m55.8341527s,S,24>2:50
8h52m55.8361533s,S,15>5:50
8h52m55.8511561s,S,25>16:51
8h52m55.8511561s,S,17>25:52
8h52m55.8681598s,S,20>15:50
8h52m55.8681598s,S,19>4:50
8h52m55.8681598s,S,20>24:50
8h52m55.8821622s,S,20>12:50
8h52m55.8821622s,S,20>6:50
8h52m55.8821622s,S,20>14:50
8h52m55.886163s,S,27>6:50
8h52m55.8911643s,S,19>2:50
8h52m55.8991656s,S,25>15:50
8h52m55.9041639s,S,24>8:50
8h52m55.9051643s,S,6>15:50
8h52m55.9081679s,S,25>18:50
8h52m55.9081679s,S,24>20:50
8h52m55.9161693s,S,6>11:50
8h52m55.9181496s,S,24>17:50
8h52m55.9281691s,S,25>20:50
8h52m55.9371711s,S,20>16:50
8h52m55.9381716s,S,19>1:50
8h52m55.9421724s,S,15>17:50
8h52m55.9491739s,S,20>17:50
8h52m55.9591761s,S,19>15:50
8h52m55.9621768s,S,25>16:50
8h52m55.9621768s,S,16>25:52
8h52m55.9721789s,S,15>22:50
8h52m55.9751799s,S,24>0:50
8h52m55.9861822s,S,25>2:50
8h52m55.9871824s,S,27>23:50
8h52m55.9901831s,S,20>11:50
8h52m55.9991672s,S,20>25:50
8h52m56.0051683s,S,19>7:50
8h52m56.0161724s,S,20>15:50
8h52m56.0161724s,S,20>0:50
8h52m56.0261743s,S,25>15:51
8h52m56.0261743s,S,25>9:50
8h52m56.0331737s,S,15>20:50
8h52m56.0431765s,S,27>5:50
8h52m56.0451768s,S,24>22:50
8h52m56.0461769s,S,6>22:50
8h52m56.0461769s,S,6>15:50
8h52m56.047177s,S,20>12:50
8h52m56.0601799s,S,25>17:50
8h52m56.0641804s,S,25>1:50
8h52m56.0681821s,S,20>5:50
8h52m56.0761837s,S,25>18:50
8h52m56.0761837s,S,25>23:50
8h52m56.0871858s,S,25>13:50
8h52m56.0891863s,S,20>7:50
8h52m56.0891863s,S,20>11:50
8h52m56.1081912s,S,24>6:50
8h52m56.1081912s,S,24>0:50
8h52m56.1302128s,S,20>6:50
8h52m56.1402144s,S,27>24:50
8h52m56.1402144s,S,25>7:50
8h52m56.1422152s,S,24>17:50
8h52m56.1492211s,S,20>14:51
8h52m56.1522218s,S,6>5:50
8h52m56.1522218s,S,25>20:50
8h52m56.1522218s,S,25>18:50
8h52m56.1542224s,S,15>25:52
8h52m56.1582235s,S,25>4:50
8h52m56.1592236s,S,25>14:50
8h52m56.1612239s,S,20>4:50
8h52m56.1612239s,S,20>0:50
8h52m56.1852288s,S,20>11:50
8h52m56.1862292s,S,6>22:50
8h52m56.2022325s,S,20>7:50
8h52m56.2022325s,S,20>8:50
8h52m56.2082335s,S,20>24:50
8h52m56.2222363s,S,24>5:50
8h52m56.2272372s,S,25>2:50
8h52m56.2302379s,S,27>2:50
8h52m56.2302379s,S,25>24:50
8h52m56.2382395s,S,24>18:50
8h52m56.2382395s,S,25>6:50
8h52m56.2382395s,S,24>6:50
8h52m56.2642447s,S,14>20:52
8h52m56.2772276s,S,20>12:50
8h52m56.2822289s,S,27>16:50
8h52m56.2892304s,S,6>4:50
8h52m56.2892304s,S,20>17:50
8h52m56.2932318s,S,6>12:50
8h52m56.3032495s,S,25>1:50
8h52m56.3092506s,S,20>19:50
8h52m56.3142521s,S,20>8:50
8h52m56.3142521s,S,20>7:51
8h52m56.3202529s,S,24>15:50
8h52m56.3462618s,S,20>15:50
8h52m56.3482419s,S,25>23:50
8h52m56.3492602s,S,24>7:50
8h52m56.3662659s,S,25>0:50
8h52m56.370267s,S,27>21:50
8h52m56.370267s,S,24>18:50
8h52m56.3822692s,S,25>7:50
8h52m56.3822692s,S,20>4:50
8h52m56.3852672s,S,20>11:50
8h52m56.3862703s,S,20>16:50
8h52m56.3942719s,S,6>8:50
8h52m56.3942719s,S,6>12:50
8h52m56.4012705s,S,20>17:50
8h52m56.4262787s,S,20>7:50
8h52m56.4262787s,S,7>20:52
8h52m56.4282793s,S,25>4:50
8h52m56.4322801s,S,27>12:50
8h52m56.4462831s,S,24>2:50
8h52m56.4512817s,S,24>16:50
8h52m56.4522845s,S,24>12:50
8h52m56.4742891s,S,6>20:50
8h52m56.4742891s,S,25>24:50
8h52m56.4852888s,S,20>4:50
8h52m56.4922929s,S,27>8:50
8h52m56.4942935s,S,20>0:50
8h52m56.4942935s,S,20>15:51
8h52m56.4962938s,S,25>15:50
8h52m56.4962938s,S,6>25:50
8h52m56.4992918s,S,20>12:50
8h52m56.5082965s,S,25>6:50
8h52m56.5162984s,S,20>5:50
8h52m56.5352994s,S,27>0:50
8h52m56.539305s,S,20>8:50
8h52m56.539305s,S,20>7:50
8h52m56.5433061s,S,24>25:50
8h52m56.5683093s,S,24>8:50
8h52m56.5683093s,S,24>16:50
8h52m56.587313s,S,20>6:50
8h52m56.5913138s,S,25>23:50
8h52m56.5963148s,S,24>27:51
8h52m56.6193195s,S,6>27:50
8h52m56.62332s,S,25>9:50
8h52m56.62332s,S,6>3:50
8h52m56.6353228s,S,25>14:50
8h52m56.6363229s,S,27>15:50
8h52m56.6383235s,S,24>15:50
8h52m56.6403237s,S,20>19:50
8h52m56.6403237s,S,20>15:50
8h52m56.6403237s,S,15>20:52
8h52m56.6513231s,S,20>7:50
8h52m56.6513231s,S,20>8:50
8h52m56.6573271s,S,20>24:50
8h52m56.6593277s,S,24>10:50
8h52m56.6713298s,S,25>4:50
8h52m56.6843137s,S,24>8:50
8h52m56.6843137s,S,25>13:50
8h52m56.6873334s,S,24>17:51
8h52m56.6873334s,S,27>24:52
8h52m56.7193396s,S,6>25:50
8h52m56.7243406s,S,6>1:50
8h52m56.7303419s,S,25>16:50
8h52m56.7323422s,S,20>14:50
8h52m56.736343s,S,20>17:50
8h52m56.736343s,S,27>11:50
8h52m56.736343s,S,27>15:51
8h52m56.7393437s,S,24>27:50
8h52m56.7523466s,S,25>6:50
8h52m56.7543468s,S,24>0:50
8h52m56.755347s,S,25>14:50
8h52m56.7603482s,S,20>4:50
8h52m56.7603482s,S,20>19:51
8h52m56.7613483s,S,20>8:50
8h52m56.7683495s,S,24>12:50
8h52m56.7683495s,S,17>24:52
8h52m56.7863534s,S,20>0:50
8h52m56.7873535s,S,27>4:50
8h52m56.7943547s,S,20>3:50
8h52m56.8143591s,S,6>8:50
8h52m56.830362s,S,24>22:50
8h52m56.830362s,S,24>27:50
8h52m56.8373636s,S,15>27:52
8h52m56.8403639s,S,25>0:50
8h52m56.8433649s,S,27>14:50
8h52m56.8453652s,S,6>3:50
8h52m56.8463653s,S,20>17:50
8h52m56.8483453s,S,20>25:50
8h52m56.8503632s,S,24>7:50
8h52m56.8523667s,S,25>16:50
8h52m56.8583678s,S,24>25:50
8h52m56.8773717s,S,25>14:50
8h52m56.8823727s,S,19>20:52
8h52m56.8853733s,S,24>6:50
8h52m56.8963754s,S,6>20:50
8h52m56.9163604s,S,27>7:50
8h52m56.9223811s,S,24>20:50
8h52m56.9323807s,S,20>19:50
8h52m56.9323807s,S,20>0:50
8h52m56.9373816s,S,27>2:50
8h52m56.9423828s,S,20>12:50
8h52m56.9473841s,S,24>2:50
8h52m56.9473841s,S,6>1:50
8h52m56.9623872s,S,25>17:50
8h52m56.9683722s,S,25>15:50
8h52m56.97439s,S,25>16:50
8h52m56.97439s,S,24>27:50
8h52m56.9793912s,S,20>7:50
8h52m56.9893758s,S,27>16:50
8h52m57.0043786s,S,20>11:50
8h52m57.0173812s,S,24>18:50
8h52m57.0283832s,S,24>17:50
8h52m57.0383854s,S,25>18:50
8h52m57.0413858s,S,6>2:50
8h52m57.0433867s,S,6>27:50
8h52m57.0543893s,S,20>25:50
8h52m57.0583907s,S,24>22:50
8h52m57.0653919s,S,24>20:50
8h52m57.0754117s,S,27>21:50
8h52m57.082417s,S,20>19:50
8h52m57.0864181s,S,25>0:50
8h52m57.0904189s,S,20>8:50
8h52m57.0934196s,S,25>9:50
8h52m57.0994204s,S,24>15:50
8h52m57.1024214s,S,20>7:50
8h52m57.1024214s,S,20>11:50
8h52m57.1084224s,S,24>5:50
8h52m57.1144238s,S,25>20:50
8h52m57.1324273s,S,6>26:50
8h52m57.1364284s,S,27>24:50
8h52m57.1544123s,S,25>17:51
8h52m57.1544123s,S,24>10:50
8h52m57.1554324s,S,25>13:50
8h52m57.177437s,S,20>17:50
8h52m57.1844382s,S,20>6:50
8h52m57.1994414s,S,20>3:50
8h52m57.202442s,S,24>22:50
8h52m57.2044426s,S,20>4:50
8h52m57.2114438s,S,25>15:50
8h52m57.2144416s,S,20>8:50
8h52m57.2274471s,S,27>0:50
8h52m57.2304478s,S,24>12:50
8h52m57.232448s,S,17>25:52
8h52m57.235449s,S,24>6:50
8h52m57.235449s,S,24>5:50
8h52m57.246451s,S,25>1:50
8h52m57.2734566s,S,20>12:50
8h52m57.2974589s,S,24>10:50
8h52m57.3014433s,S,20>17:50
8h52m57.3044604s,S,20>16:50
8h52m57.3064609s,S,20>15:50
8h52m57.3074613s,S,25>18:50
8h52m57.3224671s,S,24>25:50
8h52m57.3224671s,S,25>7:50
8h52m57.3294686s,S,27>15:50
8h52m57.3304687s,S,20>14:50
8h52m57.3364701s,S,25>9:50
8h52m57.3614751s,S,24>7:50
8h52m57.3684766s,S,24>18:50
8h52m57.3794787s,S,20>11:50
8h52m57.3844799s,S,25>20:50
8h52m57.3964824s,S,20>12:50
8h52m57.399483s,S,25>13:50
8h52m57.4124856s,S,25>24:50
8h52m57.4304894s,S,27>12:50
8h52m57.4354904s,S,20>5:50
8h52m57.4514743s,S,24>16:50
8h52m57.4524938s,S,20>6:50
8h52m57.4564917s,S,24>2:50
8h52m57.476499s,S,20>11:50
8h52m57.4945028s,S,27>8:50
8h52m57.5025044s,S,20>24:50
8h52m57.515507s,S,25>17:50
8h52m57.5285099s,S,25>2:50
8h52m57.5364916s,S,27>14:50
8h52m57.5375119s,S,24>17:50
8h52m57.5674977s,S,24>8:50
8h52m57.5725165s,S,20>7:50
8h52m57.593521s,S,25>7:50
8h52m57.6015226s,S,20>14:50
8h52m57.6085271s,S,27>7:50
8h52m57.6195294s,S,24>0:50
8h52m57.640514s,S,20>24:50
8h52m57.640514s,S,20>3:50
8h52m57.6765412s,S,27>11:50
8h52m57.6845435s,S,20>8:50
8h52m57.6855433s,S,25>24:50
8h52m57.7195504s,S,20>25:50
8h52m57.727552s,S,27>4:50
8h52m57.7475558s,S,20>16:50
8h52m57.752557s,S,24>6:50
8h52m57.752557s,S,24>0:50
8h52m57.7705606s,S,20>17:50
8h52m57.7765619s,S,20>15:50
8h52m57.7845442s,S,27>6:50
8h52m57.8025647s,S,25>2:50
8h52m57.8685616s,S,20>12:50
8h52m57.8685616s,S,20>17:50
8h52m57.878582s,S,25>1:50
8h52m57.8805826s,S,20>5:50
8h52m57.8825649s,S,20>19:51
8h52m57.8845834s,S,24>12:50
8h52m57.8845834s,S,24>18:50
8h52m57.8855838s,S,27>23:50
8h52m57.9265739s,S,20>0:50
8h52m57.9425775s,S,27>5:50
8h52m57.9545805s,S,25>6:50
8h52m57.966583s,S,24>16:50
8h52m57.9735845s,S,20>12:50
8h52m57.9775853s,S,24>25:50
